ID,Cycliste,Nationality,Points,Racedays,Km,Wins,Top_10,Weight,Height,Age,UCI_rank,All_time_rank,Team,TDF_starts,Giro_starts,Vuelta_starts,Roubaix_starts,MSR_starts,LBL_starts,Ronde_starts,Lombardia_starts,GC_wins,Oneday_Race_wins,ITT_wins,Gt_Participation,Classic_Participation,GT_Classic_Participation,Carreer_Major_Wins,Points_per_Km,Points_per_days,days_between_wins,top10_percent
126,Kaden Groves,australia,126,28,3900,3,8,76.0,1.76,22,337,NC,mitchelton-scott,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.032307692307692315,4.5,9.333333333333334,0.2857142857142857
127,Barnabás Peák,hungary,37,20,3159,1,2,74.0,1.83,22,426,NC,mitchelton-scott,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0.011712567268122823,1.85,20.0,0.1
128,Alexander Konychev,italy,47,28,4370,0,2,,,22,1084,NC,mitchelton-scott,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0.010755148741418764,1.6785714285714286,inf,0.07142857142857142
129,Callum Scotson,australia,33,40,6196,0,0,77.0,1.84,24,NC,NC,mitchelton-scott,0,0,1,1,0,0,0,1,0,0,0,1,2,3,0,0.005326016785022595,0.825,inf,0.0
130,Romain Bardet,france,328,44,7568,0,14,65.0,1.84,30,94,413,ag2r-la-mondiale,8,0,1,0,2,7,1,5,1,2,0,9,15,24,3,0.043340380549682866,7.454545454545454,inf,0.3181818181818182
131,Tony Gallopin,france,13,28,4606,0,0,69.0,1.8,32,1489,533,ag2r-la-mondiale,9,2,2,3,6,5,5,5,1,3,2,13,24,37,4,0.002822405557967868,0.4642857142857143,inf,0.0
132,Oliver Naesen,belgium,399,56,9156,0,8,72.0,1.84,30,104,733,ag2r-la-mondiale,5,0,0,5,3,0,6,0,0,4,0,5,14,19,4,0.04357798165137615,7.125,inf,0.14285714285714285
133,Mathias Frank,switzerland,15,23,3576,0,0,64.0,1.76,34,1102,1231,ag2r-la-mondiale,7,2,4,0,1,6,0,10,0,1,0,13,17,30,1,0.0041946308724832215,0.6521739130434783,inf,0.0
134,Alexis Vuillermoz,france,52,31,5206,0,1,60.0,1.74,32,627,1442,ag2r-la-mondiale,7,2,0,0,1,4,0,4,1,3,0,9,9,18,4,0.009988474836726852,1.6774193548387095,inf,0.03225806451612903
135,Alexandre Geniez,france,0,17,2754,0,0,68.0,1.84,32,1813,940,ag2r-la-mondiale,2,5,7,0,0,3,0,6,2,2,1,14,9,23,4,0.0,0.0,inf,0.0
136,Pierre Latour,france,45,38,6154,0,2,66.0,1.8,27,566,1926,ag2r-la-mondiale,3,0,2,0,0,1,0,4,0,0,2,5,5,10,0,0.007312317192070199,1.1842105263157894,inf,0.05263157894736842
137,Silvan Dillier,switzerland,83,33,5093,0,4,75.0,1.83,30,305,1218,ag2r-la-mondiale,1,3,2,3,2,1,5,0,1,2,1,6,11,17,3,0.016296878067936383,2.515151515151515,inf,0.12121212121212123
138,Mikaël Cherel,france,108,50,8224,0,0,65.0,1.83,34,534,NC,ag2r-la-mondiale,6,3,5,0,1,12,1,9,0,0,0,14,23,37,0,0.013132295719844358,2.16,inf,0.0
139,Stijn Vandenbergh,belgium,15,27,4498,0,0,86.0,1.99,36,1413,NC,ag2r-la-mondiale,2,0,0,9,7,0,11,0,1,0,0,2,27,29,1,0.0033348154735437967,0.5555555555555556,inf,0.0
140,Benoît Cosnefroy,france,624,54,8951,3,13,64.0,1.76,25,30,1330,ag2r-la-mondiale,2,0,0,0,0,3,0,0,2,5,0,2,3,5,7,0.0697128812423193,11.555555555555555,18.0,0.24074074074074076
141,Alexis Gougeard,france,50,45,6860,0,2,70.0,1.76,27,543,1397,ag2r-la-mondiale,2,0,3,3,2,0,3,0,2,5,1,5,8,13,7,0.00728862973760933,1.1111111111111112,inf,0.04444444444444445
142,Clément Venturini,france,308,50,8028,0,16,60.0,1.65,27,131,NC,ag2r-la-mondiale,1,1,1,1,2,0,1,0,1,0,0,3,4,7,1,0.03836571998006976,6.16,inf,0.32
143,Andrea Vendrame,italy,418,55,9306,0,17,60.0,1.68,26,74,NC,ag2r-la-mondiale,0,3,0,0,1,0,0,2,0,1,0,3,3,6,1,0.04491725768321513,7.6,inf,0.3090909090909091
144,Ben Gastauer,luxembourg,13,40,6089,0,0,73.0,1.9,33,996,NC,ag2r-la-mondiale,4,6,3,1,1,6,1,5,1,0,0,13,14,27,1,0.002134997536541304,0.325,inf,0.0
145,Quentin Jauregui,france,31,38,6341,0,1,60.0,1.76,26,875,NC,ag2r-la-mondiale,0,2,3,1,1,2,1,0,0,1,0,5,5,10,1,0.004888818798296799,0.8157894736842105,inf,0.02631578947368421
146,Larry Warbasse,united-states,162,47,7632,0,1,67.0,1.83,30,325,NC,ag2r-la-mondiale,0,3,4,0,2,5,0,5,0,1,0,7,12,19,1,0.021226415094339618,3.4468085106382977,inf,0.02127659574468085
147,Nans Peters,france,215,65,10419,1,4,70.0,1.77,26,191,NC,ag2r-la-mondiale,1,1,2,0,1,0,0,1,0,0,0,4,2,6,0,0.02063537767540071,3.3076923076923075,65.0,0.061538461538461535
148,Aurélien Paret-Peintre,france,264,54,8395,0,7,64.0,1.84,24,158,NC,ag2r-la-mondiale,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0.03144729005360333,4.888888888888889,inf,0.12962962962962962
149,Julien Duval,france,20,32,5131,0,1,68.0,1.79,30,1046,NC,ag2r-la-mondiale,0,0,2,3,2,0,4,0,0,0,0,2,9,11,0,0.0038978756577665173,0.625,inf,0.03125
150,Dorian Godon,france,172,49,8258,1,4,73.0,1.9,24,213,NC,ag2r-la-mondiale,0,0,2,1,1,1,1,0,0,1,2,2,4,6,1,0.020828287720997818,3.5102040816326534,49.0,0.08163265306122447
151,Axel Domont,france,15,28,4522,0,0,65.0,1.79,30,NC,NC,ag2r-la-mondiale,2,3,3,0,1,2,0,2,0,0,0,8,5,13,0,0.003317116320212296,0.5357142857142857,inf,0.0
152,Lawrence Naesen,belgium,107,36,5870,0,3,72.0,1.9,28,278,NC,ag2r-la-mondiale,0,0,0,1,1,0,2,0,0,0,0,0,4,4,0,0.018228279386712096,2.9722222222222223,inf,0.08333333333333333
153,François Bidard,france,25,51,8099,0,0,65.0,1.8,28,889,NC,ag2r-la-mondiale,0,4,2,0,0,0,0,2,0,0,0,6,2,8,0,0.0030868008396098285,0.4901960784313725,inf,0.0
154,Clément Chevrier,france,11,24,3836,0,0,56.0,1.77,28,771,NC,ag2r-la-mondiale,0,2,3,0,0,3,0,1,0,0,0,5,4,9,0,0.002867570385818561,0.4583333333333333,inf,0.0
155,Clément Champoussin,france,101,32,5147,0,4,60.0,1.8,22,440,NC,ag2r-la-mondiale,0,0,1,0,0,1,0,1,0,0,0,1,2,3,0,0.01962308140664465,3.15625,inf,0.125
156,Geoffrey Bouchard,france,69,53,8706,0,2,65.0,1.8,28,603,NC,ag2r-la-mondiale,0,1,1,0,0,0,0,1,0,0,0,2,1,3,0,0.007925568573397657,1.30188679245283,inf,0.03773584905660377
157,Jaakko Hänninen,finland,60,42,6796,0,0,59.0,1.77,23,586,NC,ag2r-la-mondiale,0,1,0,0,0,0,0,2,0,0,0,1,2,3,0,0.008828722778104767,1.4285714285714286,inf,0.0
158,Harry Tanfield,great-britain,5,27,4422,0,1,79.5,1.9,26,NC,NC,ag2r-la-mondiale,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0011307100859339664,0.1851851851851852,inf,0.037037037037037035
159,Anthony Jullien,france,2,8,1147,0,3,72.0,1.78,22,1345,NC,ag2r-la-mondiale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017436791630340018,0.25,inf,0.375
160,Antoine Raugel,france,0,3,586,0,0,70.0,1.85,21,NC,NC,ag2r-la-mondiale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
161,Simon Verger,france,0,4,624,0,0,58.0,1.71,22,NC,NC,ag2r-la-mondiale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
162,Elia Viviani,italy,360,68,11075,0,15,67.0,1.78,31,161,90,cofidis-solutions-credits,3,7,2,2,7,0,3,0,3,17,0,12,12,24,20,0.03250564334085779,5.294117647058823,inf,0.22058823529411764
163,Guillaume Martin,france,1085,67,11054,0,23,55.0,1.73,27,18,1488,cofidis-solutions-credits,4,0,1,0,0,5,0,0,2,0,0,5,5,10,2,0.09815451420300343,16.19402985074627,inf,0.34328358208955223
164,Jesús Herrada,spain,340,40,6834,0,9,70.0,1.83,30,119,936,cofidis-solutions-credits,6,1,2,4,0,6,3,5,1,4,0,9,18,27,5,0.04975124378109453,8.5,inf,0.225
165,Nathan Haas,australia,150,56,9142,0,3,71.0,1.78,31,250,1272,cofidis-solutions-credits,1,4,2,0,4,5,0,3,2,2,0,7,12,19,4,0.016407788230146575,2.6785714285714284,inf,0.05357142857142857
166,Christophe Laporte,france,123,37,6286,0,4,76.0,1.89,28,448,1080,cofidis-solutions-credits,6,0,0,5,6,0,4,0,2,3,4,6,15,21,5,0.01956729239580019,3.3243243243243237,inf,0.10810810810810813
167,Nicolas Edet,france,155,63,9981,0,5,60.0,1.76,33,203,NC,cofidis-solutions-credits,8,1,3,0,0,4,0,3,1,0,0,12,7,19,1,0.015529506061516882,2.4603174603174605,inf,0.07936507936507936
168,Julien Vermote,belgium,42,50,8073,0,0,71.0,1.79,31,701,NC,cofidis-solutions-credits,4,3,0,3,4,4,4,1,1,0,0,7,16,23,1,0.005202526941657376,0.84,inf,0.0
169,Dimitri Claeys,belgium,123,41,6561,0,3,77.0,1.89,33,186,1770,cofidis-solutions-credits,2,0,0,2,1,0,3,0,1,2,0,2,6,8,3,0.018747142203932327,3.0,inf,0.07317073170731707
170,José Herrada,spain,65,40,6783,0,0,65.0,1.75,35,778,NC,cofidis-solutions-credits,1,5,6,0,1,3,0,2,0,1,0,12,6,18,1,0.009582780480613298,1.625,inf,0.0
171,Cyril Lemoine,france,38,41,6891,0,1,73.0,1.82,37,755,NC,cofidis-solutions-credits,6,0,3,12,6,0,10,0,0,0,0,9,28,37,0,0.005514439123494413,0.9268292682926829,inf,0.024390243902439025
172,Luis Ángel Maté,spain,72,40,6312,0,0,68.0,1.78,36,780,NC,cofidis-solutions-credits,6,0,9,0,2,11,0,4,0,0,0,15,17,32,0,0.01140684410646388,1.8,inf,0.0
173,Fabio Sabatini,italy,18,28,4605,0,0,74.0,1.87,35,1812,NC,cofidis-solutions-credits,6,10,4,5,8,0,6,2,0,0,0,20,21,41,0,0.003908794788273616,0.6428571428571429,inf,0.0
174,Natnael Berhane,eritrea,3,24,3836,0,0,66.0,1.82,29,1621,1878,cofidis-solutions-credits,2,2,3,0,0,2,0,4,2,3,1,7,6,13,5,0.0007820646506777894,0.125,inf,0.0
175,Simone Consonni,italy,176,61,10078,0,3,60.0,1.65,26,435,NC,cofidis-solutions-credits,1,2,1,1,2,0,2,0,0,0,0,4,5,9,0,0.017463782496527087,2.8852459016393444,inf,0.049180327868852465
176,Jesper Hansen,denmark,63,42,6954,0,2,60.0,1.72,30,432,NC,cofidis-solutions-credits,1,2,3,1,0,0,0,4,1,0,0,6,5,11,1,0.0090595340811044,1.5,inf,0.047619047619047616
177,Pierre-Luc Périchon,france,67,63,9968,0,1,69.0,1.82,33,NC,NC,cofidis-solutions-credits,5,0,1,5,0,2,0,0,0,2,0,6,7,13,2,0.0067215088282504025,1.0634920634920637,inf,0.015873015873015872
178,Stéphane Rossetto,france,29,40,6524,0,0,68.0,1.8,33,1329,NC,cofidis-solutions-credits,1,1,5,0,0,2,0,3,1,0,0,7,5,12,1,0.004445125689760882,0.725,inf,0.0
179,Kenneth Vanbilsen,belgium,18,33,5739,0,0,73.0,1.84,30,NC,NC,cofidis-solutions-credits,1,0,3,6,3,0,4,0,0,2,0,4,13,17,2,0.003136434918975432,0.5454545454545454,inf,0.0
180,Damien Touzé,france,66,31,4583,0,4,69.0,1.74,24,445,NC,cofidis-solutions-credits,0,0,1,1,0,0,2,0,0,0,0,1,3,4,0,0.014401047348898103,2.129032258064516,inf,0.12903225806451613
181,Anthony Perez,france,49,28,4394,1,1,70.0,1.9,29,809,NC,cofidis-solutions-credits,3,0,1,0,0,3,0,3,0,0,0,4,6,10,0,0.011151570323167955,1.75,28.0,0.03571428571428571
182,Piet Allegaert,belgium,110,50,8295,0,8,70.0,1.81,25,358,NC,cofidis-solutions-credits,0,0,0,1,0,1,3,0,0,1,0,0,5,5,1,0.013261000602772756,2.2,inf,0.16
183,Fernando Barceló,spain,24,33,5371,0,1,62.0,1.74,24,640,NC,cofidis-solutions-credits,0,0,2,0,0,1,0,1,0,0,0,2,2,4,0,0.004468441630981195,0.7272727272727273,inf,0.030303030303030307
184,Mathias Le Turnier,france,28,46,7269,0,0,65.0,1.8,25,1850,NC,cofidis-solutions-credits,0,1,1,0,0,1,0,2,0,0,0,2,3,5,0,0.003851974136745082,0.6086956521739131,inf,0.0
185,Victor Lafay,france,45,46,7415,0,1,65.0,1.77,24,1554,NC,cofidis-solutions-credits,0,0,1,0,0,1,0,0,0,0,0,1,1,2,0,0.006068779501011463,0.9782608695652174,inf,0.021739130434782608
186,Marco Mathis,germany,30,46,7294,0,0,71.0,1.86,26,NC,NC,cofidis-solutions-credits,0,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0.004112969564025226,0.6521739130434783,inf,0.0
187,Attilio Viviani,italy,53,32,4783,1,7,69.0,1.74,24,1119,NC,cofidis-solutions-credits,0,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0.01108091156178131,1.65625,32.0,0.21875
188,Emmanuel Morin,france,166,55,8658,0,11,72.0,1.78,25,321,NC,cofidis-solutions-credits,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,0.019173019173019168,3.018181818181818,inf,0.2
189,Eddy Finé,france,9,23,3805,0,1,70.0,1.8,23,1895,NC,cofidis-solutions-credits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002365308804204993,0.39130434782608703,inf,0.043478260869565216
190,Enrico Zanoncello,italy,3,10,1513,0,0,64.0,1.7,23,1890,NC,cofidis-solutions-credits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001982815598149372,0.3,inf,0.0
191,Nicolas Prodhomme,france,2,8,1220,0,1,63.0,1.74,23,1876,NC,cofidis-solutions-credits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001639344262295082,0.25,inf,0.125
192,Jan Bakelants,belgium,143,33,5752,0,6,67.0,1.77,34,178,1138,circus-wanty-gobert,5,4,4,0,5,9,0,8,0,3,0,13,22,35,3,0.02486091794158553,4.333333333333333,inf,0.18181818181818185
193,Danny van Poppel,netherlands,271,35,5171,1,6,78.0,1.83,27,98,836,circus-wanty-gobert,2,1,2,3,4,1,2,0,0,3,2,5,10,15,3,0.052407658093212135,7.742857142857143,35.0,0.17142857142857146
194,Timothy Dupont,belgium,126,31,4760,0,7,72.0,1.79,33,205,990,circus-wanty-gobert,1,0,0,1,0,0,0,0,0,4,0,1,1,2,4,0.026470588235294117,4.064516129032258,inf,0.2258064516129032
195,Andrea Pasqualon,italy,358,45,7644,0,12,68.0,1.74,32,80,1141,circus-wanty-gobert,3,0,0,0,3,2,4,3,1,2,0,3,12,15,3,0.04683411826268969,7.955555555555557,inf,0.26666666666666666
196,Xandro Meurisse,belgium,224,47,7021,2,5,67.0,1.81,28,152,1961,circus-wanty-gobert,1,0,0,0,1,3,2,0,1,1,0,1,6,7,2,0.031904287138584245,4.7659574468085095,23.5,0.10638297872340426
197,Maurits Lammertink,netherlands,115,22,3715,0,4,59.0,1.7,30,224,NC,circus-wanty-gobert,1,2,1,0,0,5,1,3,1,0,0,4,9,13,1,0.03095558546433378,5.227272727272728,inf,0.18181818181818185
198,Yoann Offredo,france,0,11,1582,0,0,69.0,1.89,34,NC,NC,circus-wanty-gobert,3,0,1,7,6,0,8,2,0,0,0,4,23,27,0,0.0,0.0,inf,0.0
199,Boy van Poppel,netherlands,8,42,6138,0,0,77.0,1.85,32,1743,NC,circus-wanty-gobert,1,4,1,6,2,0,4,0,0,0,0,6,12,18,0,0.0013033561420658195,0.19047619047619047,inf,0.0
200,Loïc Vliegen,belgium,209,35,5939,1,3,70.0,1.84,27,138,NC,circus-wanty-gobert,0,1,1,0,1,4,1,1,1,1,0,2,7,9,2,0.0351911096144132,5.971428571428572,35.0,0.08571428571428573
201,Pieter Vanspeybrouck,belgium,23,39,5670,0,1,76.0,1.86,33,1330,NC,circus-wanty-gobert,1,0,0,5,0,3,7,0,0,1,0,1,15,16,1,0.004056437389770723,0.5897435897435898,inf,0.02564102564102564
202,Aimé De Gendt,belgium,317,47,7647,0,6,75.0,1.82,26,78,NC,circus-wanty-gobert,1,0,0,0,1,1,2,0,0,1,0,1,4,5,1,0.04145416503203871,6.74468085106383,inf,0.1276595744680851
203,Odd Christian Eiking,norway,24,26,4330,0,1,75.0,1.82,25,987,NC,circus-wanty-gobert,1,0,2,0,0,3,0,2,0,1,0,3,5,8,1,0.005542725173210162,0.9230769230769232,inf,0.038461538461538464
204,Thomas Degand,belgium,10,34,5036,0,0,63.0,1.76,34,NC,NC,circus-wanty-gobert,2,0,1,0,0,6,0,0,0,0,0,3,6,9,0,0.0019857029388403494,0.29411764705882354,inf,0.0
205,Wesley Kreder,netherlands,1,31,4855,0,0,70.0,1.83,30,1625,NC,circus-wanty-gobert,0,0,0,4,0,0,5,0,0,1,0,0,9,9,1,0.00020597322348094748,0.03225806451612903,inf,0.0
206,Simone Petilli,italy,50,35,5880,0,0,65.0,1.78,27,519,NC,circus-wanty-gobert,0,2,1,0,0,2,0,4,0,0,0,3,6,9,0,0.008503401360544218,1.4285714285714286,inf,0.0
207,Tom Devriendt,belgium,49,35,5025,0,5,70.0,1.76,29,504,NC,circus-wanty-gobert,0,0,0,3,0,0,3,1,0,1,0,0,7,7,1,0.009751243781094527,1.4,inf,0.14285714285714285
208,Quinten Hermans,belgium,0,3,401,0,0,64.0,1.74,25,1842,NC,circus-wanty-gobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
209,Fabien Doubey,france,93,36,5597,0,0,62.0,1.74,27,376,NC,circus-wanty-gobert,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0.016616044309451492,2.583333333333333,inf,0.0
210,Kévin Van Melsen,belgium,0,25,3636,0,0,77.0,1.85,33,NC,NC,circus-wanty-gobert,1,0,0,1,0,3,2,0,0,0,0,1,6,7,0,0.0,0.0,inf,0.0
211,Alfdan De Decker,belgium,62,28,4329,0,2,68.0,1.7,24,436,NC,circus-wanty-gobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014322014322014322,2.2142857142857144,inf,0.07142857142857142
212,Ludwig De Winter,belgium,0,26,4054,0,0,83.0,1.87,27,NC,NC,circus-wanty-gobert,0,0,0,2,0,0,2,0,0,0,0,0,4,4,0,0.0,0.0,inf,0.0
213,Corné van Kessel,netherlands,2,12,1883,0,2,68.0,1.77,29,1101,NC,circus-wanty-gobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010621348911311736,0.16666666666666666,inf,0.16666666666666666
214,Theo Delacroix,france,0,14,2408,0,0,,,21,NC,NC,circus-wanty-gobert,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,inf,0.0
215,Alexander Evans,australia,0,16,2399,0,0,63.0,1.84,23,NC,NC,circus-wanty-gobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
216,Jasper De Plus,belgium,0,18,2009,0,2,69.0,1.85,23,1484,NC,circus-wanty-gobert,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.0,0.0,inf,0.1111111111111111
217,Jeremy Bellicaud,france,0,27,4390,0,0,56.0,1.75,22,NC,NC,circus-wanty-gobert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
218,Baptiste Planckaert,belgium,76,27,4266,0,3,66.0,1.76,32,355,1299,bingoal-wallonie-bruxelles,0,1,0,0,0,1,4,0,0,3,0,1,5,6,3,0.017815283638068447,2.814814814814815,inf,0.1111111111111111
219,Jelle Vanendert,belgium,95,37,5803,0,0,62.0,1.84,35,378,1742,bingoal-wallonie-bruxelles,3,3,4,0,4,13,0,7,0,0,0,10,24,34,0,0.01637084266758573,2.5675675675675675,inf,0.0
220,Sean De Bie,belgium,58,30,4311,0,6,65.0,1.73,29,528,NC,bingoal-wallonie-bruxelles,0,2,0,1,0,1,2,0,1,1,0,2,4,6,2,0.013453954998840176,1.9333333333333331,inf,0.2
221,Kevyn Ista,belgium,0,24,3677,0,0,70.0,1.83,36,1814,NC,bingoal-wallonie-bruxelles,0,0,0,4,1,3,2,0,0,1,0,0,10,10,1,0.0,0.0,inf,0.0
222,Boris Vallée,belgium,24,16,2366,0,1,79.0,1.88,27,745,NC,bingoal-wallonie-bruxelles,0,0,0,4,0,0,0,0,1,0,0,0,4,4,1,0.01014370245139476,1.5,inf,0.0625
223,Eliot Lietaer,belgium,82,34,5657,0,1,70.0,1.88,30,470,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,7,2,0,0,0,0,0,9,9,0,0.014495315538271169,2.411764705882353,inf,0.029411764705882356
224,Aksel Nõmmela,estonia,53,28,4137,0,2,69.0,1.76,26,550,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012811215856901136,1.8928571428571428,inf,0.07142857142857142
225,Tom Wirtgen,luxembourg,28,33,5264,0,2,77.0,1.91,24,475,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0053191489361702135,0.8484848484848485,inf,0.060606060606060615
226,Lionel Taminiaux,belgium,38,40,6079,0,4,72.0,1.73,24,973,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0.0062510281296265825,0.95,inf,0.1
227,Dimitri Peyskens,belgium,13,29,4622,0,0,69.0,1.82,29,1176,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,4,2,0,0,0,0,0,6,6,0,0.0028126352228472523,0.4482758620689655,inf,0.0
228,Arjen Livyns,belgium,88,34,5849,0,3,58.0,1.7,26,290,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0.015045306890066678,2.588235294117647,inf,0.08823529411764706
229,Laurens Huys,belgium,50,35,5598,0,4,,,22,574,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.008931761343336906,1.4285714285714286,inf,0.11428571428571427
230,Mathijs Paasschens,netherlands,5,29,4765,0,0,81.0,1.88,24,1652,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0.001049317943336831,0.1724137931034483,inf,0.0
231,Kenny Molly,belgium,20,25,4414,0,1,63.0,1.71,24,1869,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,0.004531037607612143,0.8,inf,0.04
232,Julien Mortier,belgium,2,21,3288,0,2,66.0,1.83,23,1056,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0.0006082725060827251,0.09523809523809523,inf,0.09523809523809523
233,Ludovic Robeet,belgium,11,38,5799,0,1,75.0,1.94,26,1180,NC,bingoal-wallonie-bruxelles,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0.001896878772202104,0.2894736842105263,inf,0.02631578947368421
234,Jonas Castrique,belgium,0,12,1652,0,0,81.0,1.87,23,1877,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
235,Joel Suter,switzerland,36,34,5184,0,4,75.0,1.9,22,828,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.006944444444444444,1.0588235294117647,inf,0.1176470588235294
236,Luc Wirtgen,luxembourg,17,31,4566,0,1,63.0,1.79,22,726,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0.0037231712658782304,0.5483870967741935,inf,0.03225806451612903
237,Franklin Six,belgium,0,24,3562,0,0,72.0,1.9,23,1854,NC,bingoal-wallonie-bruxelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.0
238,Markus Hoelgaard,norway,228,27,4395,0,11,74.0,1.87,26,147,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05187713310580205,8.444444444444445,inf,0.4074074074074074
239,Andreas Leknessund,norway,183,24,3298,1,11,72.0,1.85,21,123,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.05548817465130382,7.625,24.0,0.4583333333333333
240,Niklas Larsen,denmark,13,9,1224,0,3,75.0,1.8,23,1563,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.01062091503267974,1.4444444444444444,inf,0.3333333333333333
241,Julius Johansen,denmark,24,20,2743,0,6,75.0,1.88,21,361,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008749544294567991,1.2,inf,0.3
242,Daniel Hoelgaard,norway,13,14,2179,0,4,77.0,1.83,27,2061,NC,uno-x-pro-cycling-team,0,0,1,2,0,0,0,0,0,0,0,1,2,3,0,0.00596603946764571,0.9285714285714286,inf,0.2857142857142857
243,Jacob Hindsgaul Madsen,denmark,21,16,2142,0,4,67.0,1.87,20,829,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980392156862745,1.3125,inf,0.25
244,Erlend Blikra,norway,27,13,2012,0,4,75.0,1.83,23,667,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01341948310139165,2.0769230769230766,inf,0.3076923076923077
245,Morten Hulgaard,denmark,29,17,2261,0,4,73.0,1.81,22,705,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012826183104820877,1.7058823529411764,inf,0.2352941176470588
246,Anders Skaarseth,norway,6,22,3282,0,1,,,25,1498,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018281535648994515,0.2727272727272727,inf,0.045454545454545456
247,Idar Andersen,norway,6,21,2852,0,6,,,21,1174,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021037868162692847,0.2857142857142857,inf,0.2857142857142857
248,Frederik Rodenberg,denmark,5,10,1484,0,4,76.0,1.89,22,1210,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033692722371967657,0.5,inf,0.4
249,Jonas Iversby Hvideberg,norway,38,23,3392,0,4,,,21,177,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011202830188679245,1.6521739130434785,inf,0.17391304347826084
250,Jonas Abrahamsen,norway,11,27,4024,0,4,61.0,1.78,25,1548,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002733598409542744,0.4074074074074074,inf,0.14814814814814814
251,Torjus Sleen,norway,0,21,3084,0,1,,,23,1526,NC,uno-x-pro-cycling-team,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,inf,0.047619047619047616
